NA20340	MALE
NA20341	FEMALE
NA20342	MALE
NA20344	FEMALE
NA20346	MALE
NA20348	MALE
NA20351	MALE
NA20355	FEMALE
NA20356	MALE
NA20357	FEMALE
NA20359	FEMALE
NA20362	MALE
NA20412	FEMALE
NA20845	MALE
NA20846	MALE
NA20847	FEMALE
NA20849	FEMALE
NA20850	MALE
NA20851	FEMALE
NA20852	MALE
NA20853	FEMALE
NA20854	FEMALE
NA20856	FEMALE
NA20858	MALE
NA20859	FEMALE
NA20861	MALE
NA20862	FEMALE
NA20863	MALE
NA20864	MALE
NA20866	MALE
NA20867	MALE
NA20868	FEMALE
NA20869	FEMALE
NA20870	MALE
NA20871	MALE
NA20872	FEMALE
NA20874	FEMALE
NA20875	FEMALE
NA20876	FEMALE
NA20877	FEMALE
NA20878	FEMALE
